Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Genotype]	Characteristics[Organism]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [GENOTYPE]
GSM356454 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL27 with 100 uM IPTG (hour 2 after IPTG-induction)	kaiC-overexpressor at LL27 +IPTG (hour 2), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356454 extract 1	total RNA	P-GSE14225-5	GSM356454 LE 1	biotin	P-GSE14225-6	GSM356454	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356454.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356454_sample_table.txt norm	GSM356454_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356453 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL27 without IPTG (control)	kaiC-overexpressor at LL27 -IPTG (hour 2), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356453 extract 1	total RNA	P-GSE14225-5	GSM356453 LE 1	biotin	P-GSE14225-6	GSM356453	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356453.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356453_sample_table.txt norm	GSM356453_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356452 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL26 with 100 uM IPTG (hour 1 after IPTG-induction)	kaiC-overexpressor at LL26 +IPTG (hour 1), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356452 extract 1	total RNA	P-GSE14225-5	GSM356452 LE 1	biotin	P-GSE14225-6	GSM356452	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356452.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356452_sample_table.txt norm	GSM356452_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356451 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL26 without IPTG (control)	kaiC-overexpressor at LL26 -IPTG (hour 1), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356451 extract 1	total RNA	P-GSE14225-5	GSM356451 LE 1	biotin	P-GSE14225-6	GSM356451	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356451.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356451_sample_table.txt norm	GSM356451_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356450 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25.5 with 100 uM IPTG (hour 0.5 after IPTG-induction)	kaiC-overexpressor at LL25.5 +IPTG (hour 0.5), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356450 extract 1	total RNA	P-GSE14225-5	GSM356450 LE 1	biotin	P-GSE14225-6	GSM356450	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356450.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356450_sample_table.txt norm	GSM356450_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356449 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25.5 without IPTG (control)	kaiC-overexpressor at LL25.5 -IPTG (hour 0.5), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356449 extract 1	total RNA	P-GSE14225-5	GSM356449 LE 1	biotin	P-GSE14225-6	GSM356449	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356449.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356449_sample_table.txt norm	GSM356449_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356448 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25 with 100 uM IPTG (hour 0 after IPTG-induction)	kaiC-overexpressor at LL25 +IPTG (hour 0), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356448 extract 1	total RNA	P-GSE14225-5	GSM356448 LE 1	biotin	P-GSE14225-6	GSM356448	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356448.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356448_sample_table.txt norm	GSM356448_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356447 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25 without IPTG (control)	kaiC-overexpressor at LL25 -IPTG (hour 0), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356447 extract 1	total RNA	P-GSE14225-5	GSM356447 LE 1	biotin	P-GSE14225-6	GSM356447	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356447.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356447_sample_table.txt norm	GSM356447_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356446 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 44 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL44, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356446 extract 1	total RNA	P-GSE14225-5	GSM356446 LE 1	biotin	P-GSE14225-6	GSM356446	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356446.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356446_sample_table.txt norm	GSM356446_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356445 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 40 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL40, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356445 extract 1	total RNA	P-GSE14225-5	GSM356445 LE 1	biotin	P-GSE14225-6	GSM356445	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356445.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356445_sample_table.txt norm	GSM356445_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356444 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 36 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL36, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356444 extract 1	total RNA	P-GSE14225-5	GSM356444 LE 1	biotin	P-GSE14225-6	GSM356444	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356444.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356444_sample_table.txt norm	GSM356444_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356443 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 32 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL32, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356443 extract 1	total RNA	P-GSE14225-5	GSM356443 LE 1	biotin	P-GSE14225-6	GSM356443	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356443.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356443_sample_table.txt norm	GSM356443_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356442 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 28 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL28, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356442 extract 1	total RNA	P-GSE14225-5	GSM356442 LE 1	biotin	P-GSE14225-6	GSM356442	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356442.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356442_sample_table.txt norm	GSM356442_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356441 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 24 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL24, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356441 extract 1	total RNA	P-GSE14225-5	GSM356441 LE 1	biotin	P-GSE14225-6	GSM356441	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356441.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356441_sample_table.txt norm	GSM356441_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356440 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 20 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL20, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356440 extract 1	total RNA	P-GSE14225-5	GSM356440 LE 1	biotin	P-GSE14225-6	GSM356440	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356440.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356440_sample_table.txt norm	GSM356440_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356439 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 16 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL16, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356439 extract 1	total RNA	P-GSE14225-5	GSM356439 LE 1	biotin	P-GSE14225-6	GSM356439	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356439.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356439_sample_table.txt norm	GSM356439_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356438 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 12 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL12, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356438 extract 1	total RNA	P-GSE14225-5	GSM356438 LE 1	biotin	P-GSE14225-6	GSM356438	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356438.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356438_sample_table.txt norm	GSM356438_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356437 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 8 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL8, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356437 extract 1	total RNA	P-GSE14225-5	GSM356437 LE 1	biotin	P-GSE14225-6	GSM356437	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356437.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356437_sample_table.txt norm	GSM356437_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356436 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 4 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL4, rep2	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356436 extract 1	total RNA	P-GSE14225-5	GSM356436 LE 1	biotin	P-GSE14225-6	GSM356436	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356436.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356436_sample_table.txt norm	GSM356436_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356435 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 44 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL44, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356435 extract 1	total RNA	P-GSE14225-5	GSM356435 LE 1	biotin	P-GSE14225-6	GSM356435	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356435.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356435_sample_table.txt norm	GSM356435_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356434 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 40 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL40, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356434 extract 1	total RNA	P-GSE14225-5	GSM356434 LE 1	biotin	P-GSE14225-6	GSM356434	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356434.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356434_sample_table.txt norm	GSM356434_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356433 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 36 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL36, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356433 extract 1	total RNA	P-GSE14225-5	GSM356433 LE 1	biotin	P-GSE14225-6	GSM356433	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356433.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356433_sample_table.txt norm	GSM356433_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356432 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 32 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL32, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356432 extract 1	total RNA	P-GSE14225-5	GSM356432 LE 1	biotin	P-GSE14225-6	GSM356432	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356432.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356432_sample_table.txt norm	GSM356432_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356431 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 28 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL28, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356431 extract 1	total RNA	P-GSE14225-5	GSM356431 LE 1	biotin	P-GSE14225-6	GSM356431	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356431.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356431_sample_table.txt norm	GSM356431_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356430 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 24 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL24, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356430 extract 1	total RNA	P-GSE14225-5	GSM356430 LE 1	biotin	P-GSE14225-6	GSM356430	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356430.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356430_sample_table.txt norm	GSM356430_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
